tree_dbh,spc_latin,latitude,longitude
17,Pyrus calleryana,40.54480778,-74.20064606
15,Quercus palustris,40.78066022,-73.75034317
26,Quercus palustris,40.75706599,-73.77308848
2,Quercus palustris,40.75497824,-73.79250433
14,Quercus palustris,40.69865014,-73.78858284
25,Platanus x acerifolia,40.63721807,-73.92102154
25,Quercus palustris,40.73639605,-73.87031012
6,Pyrus calleryana,40.70914052,-73.73985401
5,Pyrus calleryana,40.71028243,-73.94975153
5,Pyrus calleryana,40.69173101,-73.7986293
25,Platanus x acerifolia,40.77500622,-73.91638995
6,Pyrus calleryana,40.57906174,-74.15895937
24,Platanus x acerifolia,40.82136735,-73.87643193
32,Quercus palustris,40.74808671,-73.80287537
8,Pyrus calleryana,40.52810019,-74.16980286
3,Quercus palustris,40.71779375,-73.76231578
9,Quercus palustris,40.81304673,-73.90389244
26,Quercus palustris,40.73537681,-73.70791962
5,Pyrus calleryana,40.51468788,-74.19666163
19,Platanus x acerifolia,40.74071739,-73.81940765
19,Quercus palustris,40.55237568,-74.1520214
10,Pyrus calleryana,40.53504995,-74.20178253
31,Platanus x acerifolia,40.64823725,-74.00201768
23,Platanus x acerifolia,40.65676155,-73.90126973
27,Quercus palustris,40.71645092,-73.78405211
5,Quercus palustris,40.53548135,-74.20903208
10,Quercus palustris,40.72910958,-73.97956172
18,Acer platanoides,40.77514157,-73.8076276
10,Pyrus calleryana,40.52861974,-74.18189119
16,Platanus x acerifolia,40.67218353,-73.97155172
30,Platanus x acerifolia,40.69351045,-73.83668321
7,Quercus palustris,40.60188694,-73.97331642
32,Platanus x acerifolia,40.75903084,-73.77869064
9,Acer platanoides,40.85557772,-73.86564688
15,Quercus palustris,40.72394695,-73.75681248
18,Platanus x acerifolia,40.65350665,-73.97728267
14,Acer platanoides,40.78265347,-73.79349887
10,Pyrus calleryana,40.72815332,-73.90303029
7,Pyrus calleryana,40.70338739,-73.95086543
22,Platanus x acerifolia,40.62279826,-74.10774358
36,Platanus x acerifolia,40.73369259,-73.79137766
20,Platanus x acerifolia,40.56087159,-74.12343014
26,Platanus x acerifolia,40.66538152,-73.92686867
15,Acer platanoides,40.84426052,-73.833676
36,Platanus x acerifolia,40.90289793,-73.84483364
2,Quercus palustris,40.68176612,-73.96156131
27,Platanus x acerifolia,40.63933374,-73.91897871
10,Pyrus calleryana,40.67642078,-74.00394851
22,Platanus x acerifolia,40.62175012,-73.94749403
4,Quercus palustris,40.8044429,-73.96716144
26,Quercus palustris,40.72019345,-73.86069196
24,Platanus x acerifolia,40.75273574,-73.90313346
4,Pyrus calleryana,40.53461673,-74.2014887
20,Platanus x acerifolia,40.60428162,-74.16620088
5,Pyrus calleryana,40.66275569,-73.76448911
23,Quercus palustris,40.54345531,-74.18187496
15,Platanus x acerifolia,40.71890768,-73.82301296
7,Pyrus calleryana,40.59519105,-73.79278019
15,Platanus x acerifolia,40.87417789,-73.86140706
5,Quercus palustris,40.71047922,-73.95500723
12,Pyrus calleryana,40.76309306,-73.83052532
17,Platanus x acerifolia,40.79287685,-73.97506788
21,Acer platanoides,40.87460622,-73.85468515
7,Quercus palustris,40.65890888,-73.95750799
21,Quercus palustris,40.84507766,-73.82772568
25,Quercus palustris,40.76705602,-73.88862492
22,Quercus palustris,40.62519442,-74.0263126
20,Acer platanoides,40.62089294,-73.96335814
23,Platanus x acerifolia,40.75492298,-73.94646538
15,Acer platanoides,40.62134151,-73.93820375
16,Quercus palustris,40.59649848,-74.12445375
6,Pyrus calleryana,40.5339485,-74.15629835
25,Quercus palustris,40.62380194,-74.13824957
18,Platanus x acerifolia,40.59882499,-74.0638763
26,Quercus palustris,40.69122859,-73.79660914
3,Pyrus calleryana,40.7726623,-73.8893442
13,Acer platanoides,40.65427229,-73.84642589
23,Platanus x acerifolia,40.75575096,-73.77704298
16,Platanus x acerifolia,40.88852217,-73.91463805
29,Platanus x acerifolia,40.72407388,-73.87024843
10,Pyrus calleryana,40.74611998,-73.78708659
16,Platanus x acerifolia,40.73699147,-74.00801525
13,Pyrus calleryana,40.68763339,-73.96578874
20,Platanus x acerifolia,40.72299642,-73.83904354
26,Platanus x acerifolia,40.6250522,-73.91224462
5,Pyrus calleryana,40.67925526,-73.91110274
6,Platanus x acerifolia,40.7256137,-73.80647629
23,Quercus palustris,40.78819253,-73.96707618
6,Pyrus calleryana,40.73505486,-73.75755976
32,Quercus palustris,40.5621854,-74.11655739
25,Quercus palustris,40.75772732,-73.72576793
21,Quercus palustris,40.75540572,-73.86896371
7,Pyrus calleryana,40.59394224,-74.09464423
21,Platanus x acerifolia,40.65668071,-73.92306247
21,Platanus x acerifolia,40.64621713,-73.91050349
6,Pyrus calleryana,40.5380138,-74.1684699
32,Platanus x acerifolia,40.70285956,-73.8997231
18,Platanus x acerifolia,40.68386003,-73.95390705
9,Pyrus calleryana,40.91110395,-73.89821094
9,Acer platanoides,40.85624237,-73.85833907
10,Platanus x acerifolia,40.78205012,-73.79243118
18,Platanus x acerifolia,40.61924949,-74.02676885
20,Quercus palustris,40.80953796,-73.95314016
41,Platanus x acerifolia,40.63876148,-74.10285882
25,Platanus x acerifolia,40.73570576,-73.7912011
4,Platanus x acerifolia,40.79826823,-73.9603409
15,Platanus x acerifolia,40.65672956,-73.97376894
28,Platanus x acerifolia,40.65462212,-73.94302124
27,Platanus x acerifolia,40.71241001,-73.85506357
27,Platanus x acerifolia,40.63651573,-74.08615613
18,Platanus x acerifolia,40.71830427,-73.88279251
13,Pyrus calleryana,40.52584096,-74.17530839
22,Acer platanoides,40.78264987,-73.79581594
25,Acer platanoides,40.72157355,-73.7392113
12,Quercus palustris,40.77570575,-73.94858605
26,Platanus x acerifolia,40.70668414,-73.81921995
20,Quercus palustris,40.60452004,-73.94832572
2,Platanus x acerifolia,40.64814708,-74.00621116
23,Platanus x acerifolia,40.63264469,-73.97329243
4,Pyrus calleryana,40.85178035,-73.85581246
25,Platanus x acerifolia,40.717077,-73.75215358
27,Platanus x acerifolia,40.6867226,-73.86077386
31,Platanus x acerifolia,40.69658623,-73.77193439
20,Platanus x acerifolia,40.68230342,-73.85672846
21,Platanus x acerifolia,40.68299971,-73.93987913
20,Platanus x acerifolia,40.592029170000004,-73.9573256
4,Quercus palustris,40.66491566,-73.97645882
7,Platanus x acerifolia,40.82163795,-73.9281392
27,Platanus x acerifolia,40.62773541,-73.98317823
16,Platanus x acerifolia,40.74891128,-73.7731795
14,Quercus palustris,40.74961309,-73.77537179
27,Quercus palustris,40.59754456,-73.99345994
10,Quercus palustris,40.53871742,-74.1890246
17,Platanus x acerifolia,40.85018232,-73.85892735
9,Pyrus calleryana,40.74515432,-73.97544663
33,Platanus x acerifolia,40.61707771,-73.98982111
24,Quercus palustris,40.81902725,-73.90201054
27,Platanus x acerifolia,40.59273239,-73.9423268
31,Quercus palustris,40.87607881,-73.84376246
5,Quercus palustris,40.74088912,-73.78881005
22,Quercus palustris,40.5689929,-74.12790205
20,Acer platanoides,40.63213314,-73.99629894
3,Quercus palustris,40.74825858,-73.71363362
47,Quercus palustris,40.75215398,-73.77186416
22,Platanus x acerifolia,40.66917108,-73.85217261
10,Platanus x acerifolia,40.74677838,-73.91708199
23,Platanus x acerifolia,40.68706184,-73.9894595
16,Platanus x acerifolia,40.74662139,-74.00107108
20,Pyrus calleryana,40.57862448,-73.84857084
22,Platanus x acerifolia,40.77668453,-73.7909636
30,Platanus x acerifolia,40.69649032,-73.73160575
24,Platanus x acerifolia,40.74653622,-73.81448552
3,Pyrus calleryana,40.77676601,-73.75469236
21,Acer platanoides,40.73230687,-73.80034008
30,Platanus x acerifolia,40.65389615,-73.74085715
23,Platanus x acerifolia,40.69131438,-73.99377244
14,Platanus x acerifolia,40.6635233,-73.89192853
10,Pyrus calleryana,40.7440995,-73.95712049
10,Pyrus calleryana,40.69142483,-73.84703378
25,Platanus x acerifolia,40.59959992,-73.93781053
5,Pyrus calleryana,40.53716264,-74.19189926
28,Platanus x acerifolia,40.61467247,-73.92205529
5,Quercus palustris,40.60936498,-74.07037441
5,Platanus x acerifolia,40.78961998,-73.83912084
11,Pyrus calleryana,40.62830017,-74.00257796
30,Platanus x acerifolia,40.59084454,-74.07898351
9,Pyrus calleryana,40.57949228,-74.09908929
12,Quercus palustris,40.53724936,-74.19932043
3,Platanus x acerifolia,40.69542556,-73.82194528
19,Platanus x acerifolia,40.66948022,-73.97457535
24,Platanus x acerifolia,40.61062129,-73.91219845
6,Pyrus calleryana,40.76867325,-73.87105829
4,Pyrus calleryana,40.55556395,-74.19630308
15,Quercus palustris,40.71206495,-73.82075831
24,Acer platanoides,40.74044629,-73.76109264
19,Quercus palustris,40.86941902,-73.88481107
8,Pyrus calleryana,40.59262841,-73.9702622
9,Pyrus calleryana,40.54368709,-74.16922584
24,Quercus palustris,40.63407305,-73.94536669
9,Acer platanoides,40.67253009,-73.75307852
4,Platanus x acerifolia,40.80972851,-73.93614432
17,Platanus x acerifolia,40.80748675,-73.94258362
10,Platanus x acerifolia,40.74239214,-73.81020709
32,Quercus palustris,40.64354118,-73.9426433
17,Pyrus calleryana,40.73256088,-73.87763468
17,Acer platanoides,40.63508971,-73.95144645
3,Pyrus calleryana,40.81506407,-73.82533814
4,Quercus palustris,40.79145293,-73.94023064
25,Quercus palustris,40.74979287,-73.80946901
5,Pyrus calleryana,40.7198999,-73.73339105
29,Quercus palustris,40.7342556,-73.73550957
26,Quercus palustris,40.76249089,-73.72802934
23,Platanus x acerifolia,40.74447439,-73.77514414
32,Platanus x acerifolia,40.57422237,-74.10730833
21,Platanus x acerifolia,40.6018862,-74.09801571
13,Platanus x acerifolia,40.59420814,-74.16088447
23,Quercus palustris,40.75711262,-73.77291605
8,Quercus palustris,40.53243474,-74.18906241
14,Acer platanoides,40.59377121,-73.95538061
5,Pyrus calleryana,40.70394935,-73.95701502
30,Platanus x acerifolia,40.86291255,-73.85521502
19,Quercus palustris,40.59969544,-74.13456722
15,Acer platanoides,40.78691307,-73.82934582
6,Pyrus calleryana,40.51356755,-74.2374677
12,Platanus x acerifolia,40.65350603,-73.89849577
30,Platanus x acerifolia,40.59684989,-73.9471046
28,Platanus x acerifolia,40.716494,-73.88003932
10,Pyrus calleryana,40.65986574,-73.88762177
4,Pyrus calleryana,40.72921391,-73.89931458
16,Platanus x acerifolia,40.66726361,-73.9396784
3,Quercus palustris,40.72523696,-73.8477462
26,Quercus palustris,40.6723715,-73.93627614
3,Platanus x acerifolia,40.60260043,-74.09140557
5,Pyrus calleryana,40.59554725,-74.08358025
7,Pyrus calleryana,40.55754615,-74.19901739
11,Quercus palustris,40.72164717,-73.94938146
9,Pyrus calleryana,40.82155004,-73.94664802
31,Platanus x acerifolia,40.73536299,-73.71044364
6,Quercus palustris,40.58814378,-73.96513504
16,Quercus palustris,40.76423769,-73.90319681
5,Pyrus calleryana,40.65951147,-73.84854922
36,Platanus x acerifolia,40.69665257,-73.75622285
10,Pyrus calleryana,40.70546587,-73.89741677
9,Pyrus calleryana,40.8464421,-73.85164231
3,Platanus x acerifolia,40.88895036,-73.85612706
11,Pyrus calleryana,40.80546043,-73.94734296
7,Pyrus calleryana,40.58920229,-73.80500237
17,Acer platanoides,40.77300738,-73.8235717
27,Platanus x acerifolia,40.68541126,-73.87953783
25,Platanus x acerifolia,40.83096504,-73.88052395
22,Platanus x acerifolia,40.74032506,-73.81852848
19,Quercus palustris,40.73322195,-73.8108532
4,Quercus palustris,40.757001,-73.82904526
20,Platanus x acerifolia,40.69177427,-73.95758435
12,Pyrus calleryana,40.79174164,-73.97685545
16,Acer platanoides,40.74749796,-73.79593014
25,Platanus x acerifolia,40.71500666,-73.94031776
21,Quercus palustris,40.67128517,-73.81200745
15,Pyrus calleryana,40.83991279,-73.90196938
2,Pyrus calleryana,40.61636102,-73.99940008
26,Platanus x acerifolia,40.77357783,-73.81314051
32,Quercus palustris,40.68105259,-73.78759721
8,Acer platanoides,40.55794054,-74.19857691
8,Quercus palustris,40.73668376,-73.87952885
17,Platanus x acerifolia,40.6260383,-73.96067225
4,Platanus x acerifolia,40.70978887,-73.99646515
9,Pyrus calleryana,40.72668088,-73.84245978
16,Platanus x acerifolia,40.71974178,-73.81427699
4,Pyrus calleryana,40.52868701,-74.18175032
23,Platanus x acerifolia,40.58108661,-73.94887651
12,Acer platanoides,40.71584061,-73.96511217
2,Pyrus calleryana,40.72694941,-73.89859934
33,Platanus x acerifolia,40.59241777,-73.95139083
23,Platanus x acerifolia,40.60958607,-73.90277378
23,Quercus palustris,40.72970926,-73.81892075
37,Quercus palustris,40.71099282,-73.83019142
24,Quercus palustris,40.63857608,-73.94673013
6,Quercus palustris,40.72388131,-73.98410272
14,Acer platanoides,40.62933044,-73.9000076
7,Pyrus calleryana,40.84001547,-73.84752075
13,Quercus palustris,40.86611605,-73.82319256
29,Platanus x acerifolia,40.65820306,-73.89352945
24,Platanus x acerifolia,40.59109345,-73.96458025
3,Quercus palustris,40.70925458,-73.96119842
20,Platanus x acerifolia,40.67357429,-73.75631687
14,Acer platanoides,40.6818861,-73.86883751
15,Pyrus calleryana,40.68417852,-73.99441779
26,Platanus x acerifolia,40.66013094,-73.94943793
7,Pyrus calleryana,40.75876241,-73.78024184
30,Platanus x acerifolia,40.73480874,-73.7731018
11,Pyrus calleryana,40.52050125,-74.21326454
11,Quercus palustris,40.86653016,-73.82284701
17,Platanus x acerifolia,40.58804112,-73.93859888
8,Pyrus calleryana,40.50362012,-74.24589634
24,Platanus x acerifolia,40.82607257,-73.90136361
27,Platanus x acerifolia,40.61385262,-73.9503455
6,Pyrus calleryana,40.53761353,-74.18535612
16,Platanus x acerifolia,40.81998984,-73.85626766
11,Pyrus calleryana,40.51232366,-74.24152862
33,Quercus palustris,40.78316866,-73.79924317
5,Pyrus calleryana,40.51868227,-74.19881516
20,Platanus x acerifolia,40.78445473,-73.91440997
16,Quercus palustris,40.81360014,-73.94515735
13,Acer platanoides,40.67213206,-73.8096814
26,Platanus x acerifolia,40.59788592,-73.97681345
21,Platanus x acerifolia,40.57020628,-74.09539487
3,Pyrus calleryana,40.78350124,-73.79461801
3,Platanus x acerifolia,40.75724151,-73.86827288
11,Pyrus calleryana,40.77343807,-73.96345182
9,Pyrus calleryana,40.55150921,-74.2096066
20,Platanus x acerifolia,40.87299101,-73.82705087
22,Pyrus calleryana,40.67801893,-73.81817514
8,Platanus x acerifolia,40.71396168,-73.79110769
30,Quercus palustris,40.85675452,-73.86048571
17,Platanus x acerifolia,40.69704967,-73.90987345
21,Platanus x acerifolia,40.70368466,-73.87306945
22,Pyrus calleryana,40.74056569,-73.71543809
11,Acer platanoides,40.73155419,-73.82316788
33,Platanus x acerifolia,40.62716031,-73.9782611
25,Platanus x acerifolia,40.57002793,-74.1132939
